北京	国网北京市电力公司
长治	壶关华润燃气有限公司
长治	山西三晋新能源发展有限公司
长治	武乡县森众燃气有限公司
长治	潞城华润燃气有限公司
长治	长治华润燃气有限公司
长治	黎城森众燃气有限公司
长治	屯留县中燃宏洁能源发展有限公司
长治	襄垣县中燃能源有限公司
长治	长治中燃能源发展有限公司
长治	长子县中燃能源发展有限公司
晋城	华新城市燃气公司晋城分公司
晋城	晋城市燃气有限公司
朔州	大同华润燃气有限公司右玉县分公司
朔州	应县富华燃气有限责任公司
朔州	怀仁煤气化燃气有限公司
朔州	朔州能吉燃气有限公司
晋中	太原煤炭气化（集团）晋中燃气有限公司
晋中	祁县洁源天然气有限公司
晋中	介休中燃能源发展有限公司
晋中	昔阳县中燃能源发展有限公司
运城	绛县民利燃气有限公司
运城	绛县中燃能源发展有限公司
运城	临猗中燃能源发展有限公司
运城	万荣中燃宏洁能源发展有限公司
运城	运城中燃燃气有限公司
忻州	保德县海通燃气供应有限责任公司
忻州	原平市天然气有限责任公司
忻州	河曲县振刚天然气有限公司
忻州	繁峙中燃能源发展有限责任公司
临汾	山西新盛源能源有限公司
临汾	洪洞华润恒富燃气有限公司
临汾	霍州华润燃气有限公司
临汾	霍州中燃能源发展有限公司
临汾	山西中燃燃气发展有限公司曲沃分公司
临汾	乡宁中燃城市燃气发展有限公司
临汾	临汾中石油昆仑燃气有限公司
临汾	太原煤炭气化（集团）临汾燃气有限公司
吕梁	兴县华盛燃气有限责任公司
吕梁	柳林太燃燃气有限公司
吕梁	柳林太燃燃气有限公司(卡表)
吕梁	汾阳市中燃能源发展有限公司
吕梁	交城中燃能源发展有限公司
吕梁	柳林县中燃能源发展有限公司
吕梁	山西中燃国新城市燃气有限公司岚县分公司
吕梁	文水中燃燃气能源有限公司
呼和浩特	呼和浩特市燃气热力有限公司
呼和浩特	呼和浩特市盛乐经济园区中燃燃气有限公司
呼和浩特	呼和浩特市中燃百江能源有限公司
呼和浩特	呼和浩特市中燃物业服务有限公司
呼和浩特	清水河县中燃燃气有限公司
呼和浩特	土默特左旗中燃燃气有限公司
呼和浩特	托克托县中燃燃气有限公司
呼和浩特	武川县中燃燃气有限公司
包头	包头中燃
包头	包头市燃气有限公司
包头	包头市中燃百江能源有限公司
包头	包头市中燃投资清洁能源有限公司
包头	包头新奥燃气有限公司
包头	包头市东河中燃城市燃气发展有限公司
赤峰	巴林右旗中裕燃气（物联网表）
赤峰	赤峰华润燃气有限公司
赤峰	赤峰华润燃气有限公司平庄综合站
赤峰	赤峰新城富龙管道燃气公司物联网表
赤峰	赤峰市中燃清洁能源有限公司
通辽	通辽新奥燃气有限公司
通辽	科尔沁左翼中旗奥德燃气有限公司
通辽	霍林郭勒市恒通燃气有限责任公司
通辽	库伦旗奥德燃气有限公司
鄂尔多斯	准格尔旗国资燃气热力有限责任公司
鄂尔多斯	鄂托克旗长蒙天然气有限责任公司蒙西分公司
鄂尔多斯	鄂托克旗长蒙中燃清洁能源有限责任公司
呼伦贝尔	莫力达瓦达斡尔族自治旗奥德燃气有限公司
巴彦淖尔	巴彦淖尔市腾洁燃气有限责任公司
巴彦淖尔	腾洁燃气公司乌拉特中旗分公司
巴彦淖尔	腾洁燃气公司乌拉特前旗分公司
巴彦淖尔	腾洁燃气公司乌拉特后旗分公司
巴彦淖尔	腾洁燃气公司五原分公司
巴彦淖尔	腾洁燃气公司杭锦后旗分公司
巴彦淖尔	腾洁燃气公司磴口分公司
巴彦淖尔	磴口县中燃城市燃气发展有限公司
巴彦淖尔	乌拉特前旗中燃城市燃气发展有限公司
巴彦淖尔	乌拉特中旗中燃城市燃气发展有限公司
乌兰察布	凉城县中燃燃气有限公司
沈阳	沈阳燃气有限公司
沈阳	沈阳中燃城市燃气发展有限公司
沈阳	沈阳奥德燃气有限公司
沈阳	沈阳奥德燃气有限公司新民兴隆堡
沈阳	沈阳奥德燃气有限公司新民分公司
沈阳	灯塔恒泰利燃气有限公司
沈阳	辽宁中奥燃气有限公司
大连	大连华润燃气有限公司
大连	大连保税区华润燃气有限公司
大连	大连花园口华润燃气有限公司
大连	大连金州中燃城市燃气发展有限公司
大连	普兰店中燃城市燃气发展有限公司
大连	长海中燃城市燃气发展有限公司
大连	大连奥德燃气有限公司
鞍山	岫岩华润燃气有限公司
鞍山	海城华润燃气有限公司
鞍山	鞍山华润燃气有限公司
鞍山	台安奥德燃气有限公司
鞍山	鞍山中奥燃气有限公司
抚顺	抚顺中燃城市燃气发展有限公司
抚顺	清原中燃城市燃气发展有限公司
抚顺	新宾中燃城市燃气发展有限公司
本溪	本溪华润燃气有限公司
本溪	本溪南芬华润燃气有限公司
本溪	桓仁华润燃气有限公司
丹东	丹东华润燃气有限公司
丹东	丹东市燃气总公司
丹东	凤城华润燃气有限公司
丹东	丹东中燃城市燃气发展有限公司
丹东	宽甸中燃城市燃气发展有限公司
丹东	东港奥德燃气有限公司
丹东	东港孤山奥德燃气有限公司
丹东	丹东前阳奥德燃气有限公司
锦州	锦州华润燃气有限公司
锦州	锦州中燃城市燃气发展有限公司
锦州	锦州中燃能源发展有限公司
锦州	北镇奥德能源有限公司
锦州	黑山奥德燃气有限公司
营口	中海油新润辽宁燃气有限责任公司
营口	营口华润燃气有限公司
营口	营口宝明燃气费
营口	营口港华燃气有限公司
营口	营口燃气集团有限公司
营口	盖州中燃城市燃气发展有限公司
阜新	阜新港华燃气有限公司
阜新	彰武奥德燃气有限公司
阜新	阜新奥德燃气有限公司
阜新	阜新市清河门区奥德燃气有限公司
辽阳	辽阳华润燃气有限公司
辽阳	辽阳中燃城市燃气发展有限公司
辽阳	辽阳县奥德燃气输配有限公司
辽阳	辽阳奥德燃气有限公司
盘锦	盘锦华润燃气有限公司
盘锦	盘锦国华燃气有限公司
盘锦	盘山盛泰燃气有限公司
铁岭	铁岭港华燃气有限公司
铁岭	昌图奥德燃气有限公司
铁岭	西丰奥德燃气有限公司
铁岭	调兵山奥德燃气有限公司
铁岭	铁岭奥德燃气有限公司
铁岭	铁岭奥德管输燃气有限公司
朝阳	朝阳港华燃气有限公司
葫芦岛	葫芦岛新奥燃气有限公司
葫芦岛	建昌奥德燃气有限公司
长春	长春天然气集团有限公司
长春	长春燃气股份有限公司
长春	长春燃气（德惠）发展有限公司
长春	吉林中燃清洁能源有限公司
吉林	吉林市华润燃气有限公司
吉林	昆仑燃气吉林分公司
吉林	吉林吉港清洁能源有限公司松原分公司
吉林	吉林港华燃气有限公司
吉林	桦甸中润燃气有限公司
吉林	蛟河中燃城市燃气发展有限公司
四平	吉林省华生燃气集团有限公司
四平	梨树县华生燃气有限公司
辽源	辽源华润燃气有限公司
辽源	东丰能源有限公司
通化	集安华润燃气有限公司
白山	白山中裕城市燃气有限公司
白山	白山中裕燃气公司（物联网表）
白山	抚松中燃城市燃气发展有限公司
白山	靖宇县国德燃气有限公司
松原	松原华润燃气有限公司
松原	松原市北燃蓝天新能源有限公司燃气费（物联网表）
白城	大安市大地燃气
白城	白城华润燃气有限公司
白城	白城华润燃气有限公司洮南分公司
白城	镇赉县大地燃气
白城	镇赉县昆仑宏安燃气有限公司
哈尔滨	哈尔滨中庆燃气
哈尔滨	哈尔滨华润燃气有限公司
哈尔滨	尚志华润燃气有限公司
哈尔滨	宾县中燃城市燃气发展有限公司
哈尔滨	方正县中燃城市燃气发展有限公司
哈尔滨	哈尔滨阿城中燃城市燃气发展有限公司
哈尔滨	哈尔滨中庆清洁能源有限公司
哈尔滨	五常中燃城市燃气发展有限公司
哈尔滨	延寿奥德燃气有限公司
哈尔滨	黑龙江奥德燃气有限公司
哈尔滨	哈尔滨新奥燃气有限公司
齐齐哈尔	齐齐哈尔港华燃气有限公司
齐齐哈尔	泰来中燃城市燃气发展有限公司
齐齐哈尔	齐齐哈尔港华富拉尔基分公司
鸡西	黑龙江森林中燃城市燃气发展有限公司八五四农场分公司
鸡西	黑龙江森林中燃城市燃气发展有限公司东方红分公司
鸡西	鸡西中燃城市燃气发展有限公司
鸡西	密山奥德燃气有限公司
鹤岗	黑龙江省宝泉岭农垦中燃城市燃气发展有限公司
鹤岗	萝北中燃城市燃气发展有限公司
鹤岗	绥滨中燃城市燃气发展有限公司
鹤岗	鹤岗奥德燃气有限公司
双鸭山	黑龙江红兴隆农垦中燃城市燃气发展有限公司
双鸭山	饶河中燃城市燃气发展有限公司
双鸭山	双鸭山中燃城市燃气发展有限公司
双鸭山	集贤奥德燃气有限公司
大庆	大庆中石油昆仑燃气
大庆	黑龙江森林中燃城市燃气发展有限公司和平牧场分公司
大庆	肇源中燃城市燃气发展有限公司
大庆	大庆燃气公司
大庆	大庆奥德燃气有限公司
佳木斯	黑龙江省建三江农垦中燃城市燃气发展有限公司
佳木斯	桦川中燃城市燃气发展有限公司
佳木斯	桦南中燃城市燃气发展有限公司
佳木斯	佳木斯中燃城市燃气发展有限公司
佳木斯	汤原中燃城市燃气发展有限公司
佳木斯	同江中燃城市燃气发展有限公司
七台河	勃利中燃城市燃气发展有限公司
七台河	七台河中燃城市燃气发展有限公司
牡丹江	黑龙江森林中燃城市燃气发展有限公司柴河分公司
牡丹江	黑龙江森林中燃城市燃气发展有限公司海林大海林分公司
牡丹江	牡丹江中燃城市燃气发展有限公司
牡丹江	海林奥德燃气有限公司
黑河	黑河华润燃气有限公司
黑河	黑河中燃城市燃气发展有限公司
黑河	黑河中燃城市燃气发展有限公司呼玛分公司
黑河	孙吴中燃城市燃气发展有限公司
黑河	五大连池风景区中燃城市燃气发展有限公司
黑河	五大连池中燃城市燃气发展有限公司
黑河	逊克中燃城市燃气发展有限公司
绥化	肇东中石油昆仑燃气有限公司
绥化	安达中燃城市燃气发展有限公司
绥化	青冈奥德燃气有限公司
绥化	绥化新奥燃气有限公司
南京	南京华润燃气有限公司
南京	南京港华燃气有限公司
南京	南京滨海燃气有限公司
南京	南京高淳港华燃气有限公司
南京	中油燃气（南京）有限公司
南京	南京中燃百江能源有限公司
南京	南京中燃城市燃气发展有限公司
南京	南京中燃热力有限公司
南京	南京中燃热力有限公司江北分公司
南京	南乐中燃能源发展有限公司
无锡	无锡华润燃气有限公司
无锡	无锡洛社中石油昆仑燃气有限公司
无锡	无锡洛社昆仑燃气
无锡	宜兴港华燃气有限公司
徐州	丰县滨海燃气有限公司（物联网表）
徐州	徐州中裕能源有限公司
徐州	徐州港华燃气有限公司
徐州	铜山港华燃气有限公司
徐州	沛县港华燃气有限公司
徐州	丰县港华燃气有限公司
徐州	徐州中石油昆仑燃气有限公司
徐州	邳州中燃城市燃气发展有限公司
徐州	邳州中燃佳明燃气发展有限公司
徐州	新沂中燃城镇燃气有限公司
徐州	徐州贾汪中燃城市燃气发展有限公司
徐州	徐州奥德燃气有限公司
徐州	新沂奥德燃气有限公司
徐州	睢宁万丰天然气有限公司
常州	常州港华燃气居民客户（不含金坛区）
常州	常州港华燃气工商客户（充值）
常州	常州港华燃气工商客户（缴费）
常州	常州金坛港华燃气有限公司
常州	溧阳安顺燃气有限公司
常州	常州新奥燃气发展有限公司
苏州	太仓华润燃气有限公司
苏州	太仓市燃气有限公司
苏州	常熟市天然气有限公司（物联网表）
苏州	张家港港华燃气有限公司
苏州	昆山利通燃气有限公司
苏州	昆山华润城市燃气有限公司
苏州	昆山安达天然气发展有限公司
苏州	昆山高峰天然气有限公司物联网表
苏州	昆山高峰天然气有限公司（普表）
苏州	苏州华润燃气有限公司
苏州	苏州市吴中区燃气有限公司
苏州	苏州市相城区燃气有限责任公司
苏州	苏州燃气
苏州	苏州港华燃气有限公司
苏州	苏州中石油昆仑苏创燃气有限公司
苏州	昆山中石油昆仑燃气有限公司
苏州	常熟中石油昆仑燃气有限公司
苏州	常熟中燃港城能源有限公司
苏州	吴江港华燃气有限公司
南通	南通大众燃气有限公司（工商户）
南通	南通中油燃气有限责任公司
南通	南通华润燃气有限公司
南通	南通大众燃气有限公司（居民）
南通	启东华润燃气有限公司
南通	如东大众燃气有限公司
南通	如皋市益有管道燃气有限公司
南通	海门华润燃气有限公司
南通	海安新奥燃气有限公司
南通	海门中石油昆仑燃气有限公司
南通	彩虹（南通）能源有限公司
连云港	东海中石油昆仑燃气有限公司
连云港	东海县中裕燃气有限公司
连云港	灌南中裕燃气有限公司
连云港	连云港通裕天然气有限公司
连云港	灌南新奥燃气有限公司
连云港	连云港新奥燃气有限公司
连云港	江苏海州湾中燃能源有限公司
连云港	江苏中燃港大清洁能源有限公司赣榆分公司
连云港	连云港中燃燃气发展有限公司
连云港	东海县奥德燃气有限公司
连云港	连云港城新燃气有限公司
连云港	连云港紫源燃气有限公司
连云港	连云港徐圩新区新奥燃气有限公司
淮安	涟水天达燃气有限公司
淮安	涟水天达燃气有限公司（物联网表）
淮安	涟水深燃新星旺燃气有限公司
淮安	淮安庆鹏燃气有限公司
淮安	淮阴新奥燃气有限公司
淮安	淮安新奥燃气有限公司
淮安	洪泽新奥燃气有限公司
淮安	中油中泰(淮安)新能源有限公司
淮安	盱眙国联新奥燃气有限公司
淮安	淮安双闽管道燃气有限公司
盐城	响水富晨天然气有限公司
盐城	大丰中油燃气
盐城	大丰华润燃气有限公司
盐城	射阳华润燃气有限公司
盐城	滨海天达燃气有限公司
盐城	滨海天达燃气有限公司（物联网表）
盐城	盐城天达东益燃气有限公司
盐城	盐城天达东益燃气有限公司（物联网表）
盐城	阜宁城发燃气有限公司
盐城	阜宁天达燃气有限公司（物联网表）
盐城	盐城新城新奥燃气有限公司
盐城	盐城新奥燃气发展有限公司
盐城	建湖中石油昆仑燃气有限公司
盐城	射阳中石油昆仑燃气有限公司
盐城	东台新奥燃气有限公司
盐城	盐城双闽陈家港管道燃气有限公司
盐城	盐城大丰新奥恒新燃气有限公司
盐城	阜宁新奥燃气有限公司
盐城	盐城新奥燃气有限公司上冈分公司
盐城	射阳新奥燃气有限公司
盐城	建湖新奥燃气发展有限公司
扬州	仪征泰达燃气有限公司
扬州	扬州中燃城市燃气发展有限公司
扬州	江苏深燃清洁能源有限公司
扬州	高邮安源燃气有限公司
扬州	扬州新奥燃气有限公司
扬州	扬州中石油昆仑燃气有限公司
扬州	仪征中石油昆仑鑫泰燃气有限公司
扬州	宝应中石油昆仑燃气有限公司
扬州	宝应奥德燃气有限公司
扬州	扬州新奥裕和燃气有限公司
镇江	句容华润燃气有限公司
镇江	江苏宝华天然气有限公司
镇江	镇江华润燃气有限公司
镇江	丹阳港华燃气有限公司
镇江	扬中中燃城市燃气发展有限公司
镇江	镇江中燃百江能源有限公司
泰州	泰州华润燃气有限公司
泰州	泰州港华燃气有限公司
泰州	江苏中燃长江石化有限公司
泰州	靖江中油广汇能源有限公司
泰州	泰兴中燃燃气发展有限公司
泰州	兴化新奥燃气有限公司
泰州	泰兴新奥燃气有限公司
泰州	兴化东方燃气有限公司
泰州	泰兴新奥燃气发展有限公司
宿迁	宿迁中裕鸿城燃气有限公司
宿迁	宿迁中裕鸿城燃气（物联网表）
宿迁	宿迁华润燃气有限公司
宿迁	沭阳华润燃气有限公司
宿迁	泗洪中裕燃气有限公司
宿迁	泗洪中裕燃气有限公司（物联网表）
宿迁	泗洪沃金燃气
宿迁	泗洪沃金燃气（物联网表）
宿迁	泗阳荣浩天然气发展有限公司
宿迁	宿迁中石油昆仑燃气有限公司
杭州	杭州天然气有限公司
杭州	亚盛加气站
杭州	建德市天然气
杭州	杭州东能管道燃气有限公司
杭州	杭州临安燃气有限公司
杭州	杭州余杭港华燃气
杭州	杭州富阳华润燃气有限公司
杭州	杭州市临安区浙能天然气有限公司
杭州	杭州港华燃气有限公司
杭州	杭州钱江燃气有限公司
杭州	桐庐杭燃燃气有限公司
杭州	淳安杭燃燃气有限公司
杭州	杭州萧山管道燃气发展有限公司
杭州	杭州中燃
杭州	中燃荣威能源设备杭州有限公司
杭州	杭州中油高盛能源有限公司
杭州	杭州中燃城市燃气发展有限公司
杭州	杭州中燃热力科技有限公司
宁波	宁波华润兴光燃气有限公司
宁波	余姚市城市天然气有限公司
宁波	宁波东方管道燃气股份有限公司
宁波	宁波奉化华润兴光燃气有限公司
宁波	宁波市鄞州滨海燃气发展有限公司
宁波	宁波杭州湾华润燃气有限公司
宁波	宁海华润燃气有限公司
宁波	宁海县天然气有限公司
宁波	慈溪华润燃气有限公司
宁波	慈溪深燃天然气有限公司
宁波	象山华润燃气有限公司
宁波	宁波新奥燃气有限公司
宁波	宁波大榭开发区燃气有限公司
温州	温州市燃气集团有限公司
温州	乐清中裕燃气有限公司
温州	乐清华润燃气有限公司
温州	平阳县天然气有限公司
温州	平阳县福领天然气有限公司
温州	永嘉县管道燃气经营有限公司
温州	泰顺县天然气有限公司
温州	温州市洞头管道燃气有限公司
温州	温州燃气集团文成有限公司
温州	温州燃气集团龙苍有限公司
温州	瑞安市开源管道燃气有限公司
温州	瑞安新奥燃气有限公司
温州	苍南县中油天然气
温州	温州新奥燃气有限公司
温州	温州中燃
温州	浙江中燃华电能源有限公司
温州	永嘉中燃能源有限公司
温州	温州中燃擎诚立信能源有限公司
温州	温州中燃能源有限公司
温州	温州市中燃华颢燃气有限公司
温州	瑞安新奥燃气发展有限公司
嘉兴	嘉兴市港区天然气有限公司
嘉兴	嘉兴市燃气集团股份有限公司
嘉兴	嘉善县城乡天然气有限责任公司
嘉兴	嘉善嘉港燃气有限公司
嘉兴	平湖市天然气有限公司
嘉兴	平湖独山燃气有限公司
嘉兴	海宁星港燃气有限公司
嘉兴	海盐县天然气有限公司
嘉兴	海盐天泰燃气有限公司
嘉兴	海宁新奥燃气发展有限公司
嘉兴	桐乡港华天然气有限公司
嘉兴	海盐新奥燃气有限公司
嘉兴	嘉兴中燃
嘉兴	海盐中燃能源有限公司
湖州	安吉县管道燃气有限公司
湖州	德清县天然气有限公司
湖州	德清滨海燃气有限公司
湖州	浙江振能天然气有限公司
湖州	长兴华润燃气有限公司
湖州	湖州燃气股份有限公司
湖州	湖州港华燃气有限公司
湖州	湖州南浔新奥燃气有限公司
绍兴	嵊州中石油昆仑燃气(物联网表)
绍兴	嵊州市三界天然气有限公司
绍兴	新昌中石油昆仑燃气有限公司（物联网表）
绍兴	新昌县天然气有限公司
绍兴	新昌县深燃天然气有限公司
绍兴	绍兴市上虞区天然气有限公司
绍兴	绍兴市江滨天然气有限公司
绍兴	绍兴市燃气产业有限公司
绍兴	绍兴柯桥中国轻纺城管道燃气有限公司
绍兴	诸暨余达燃气有限公司
绍兴	诸暨市天然气有限公司
绍兴	绍兴中石油昆仑燃气有限公司
金华	东阳市燃气有限公司
金华	义乌市天然气有限公司
金华	武义华润燃气有限公司
金华	磐安华润燃气有限公司
金华	金华新奥燃气有限公司
金华	永康新奥燃气有限公司
金华	兰溪新奥燃气有限公司
金华	浙江省浦江高峰管道燃气有限公司
金华	金华中燃城市燃气发展有限公司
衢州	常山县天然气有限责任公司
衢州	开化县天然气有限公司
衢州	江山江城燃气
衢州	衢州市能源有限公司
衢州	龙游新奥燃气有限公司
衢州	衢州新奥燃气有限公司
衢州	衢州中燃
衢州	常山中燃城镇燃气有限公司
衢州	常山华侨经济开发区安然燃气有限公司
衢州	常山新奥燃气有限公司
舟山	浙江中裕燃气有限公司
舟山	舟山市蓝焰燃气有限公司
舟山	舟山深能燃气发展有限公司
台州	三门华润燃气有限公司
台州	临海华润燃气有限公司
台州	临海市杜桥管道燃气有限公司
台州	仙居华润燃气有限公司
台州	台州华润燃气有限公司
台州	台州海滨华润燃气有限公司
台州	台州燃气有限公司
台州	天台华润燃气有限公司
台州	温岭市管道燃气有限公司
台州	玉环君安管道天然气有限公司
台州	台州新奥燃气有限公司
台州	台州中油燃气有限公司
台州	台州正方燃气物资有限公司
台州	台州中燃城市燃气发展有限公司
丽水	丽水华润燃气有限公司
丽水	丽水市天然气有限公司
丽水	云和县天然气有限公司
丽水	庆元县天然气有限公司
丽水	景宁畲族自治县天然气有限公司
丽水	缙云县天然气有限公司
丽水	遂昌县天然气有限公司
丽水	青田县天然气有限公司
丽水	龙泉市天然气有限公司
丽水	松阳港华燃气有限公司
合肥	合肥合燃华润燃气有限公司
合肥	合肥中石油昆仑燃气有限公司
合肥	庐江皖能天然气有限公司
合肥	深圳燃气（肥西分公司）
合肥	肥东深燃天然气有限公司
合肥	长丰深燃天然气有限公司
合肥	合肥新奥燃气发展有限公司
合肥	合肥新奥能源发展有限公司
合肥	安徽省安燃燃气有限公司
合肥	巢湖市安燃燃气有限公司
合肥	巢湖槐燃燃气有限公司
合肥	巢湖烔燃燃气有限公司
合肥	安徽中燃新能源有限公司
芜湖	无为中燃城市燃气发展有限公司
芜湖	芜湖湾沚中燃城市燃气发展有限公司
芜湖	芜湖中燃百江燃气有限公司
芜湖	芜湖中燃城市燃气发展有限公司
芜湖	芜湖中燃能源有限公司
芜湖	南陵中燃城市燃气发展有限公司
芜湖	芜湖三山中燃城市燃气发展有限公司
芜湖	无为中燃宏洁城镇燃气发展有限公司
芜湖	无为中燃新时代城市燃气发展有限公司
蚌埠	五河中裕燃气有限公司
蚌埠	皖能新奥天然气固镇分公司
蚌埠	蚌埠新奥燃气发展有限公司
蚌埠	蚌埠众德燃气有限公司
淮南	中石油昆仑淮矿燃气
淮南	凤台中燃城市燃气发展有限公司
淮南	淮南毛集中燃城市燃气发展有限公司
淮南	淮南中燃城市燃气发展有限公司
淮南	寿县中燃城市燃气发展有限公司
淮南	寿县中燃城镇燃气有限公司
马鞍山	和县皖能天然气有限公司
马鞍山	当涂县港华燃气有限公司
马鞍山	马鞍山博望港华燃气
马鞍山	马鞍山市港华燃气有限公司（银行代缴）
马鞍山	马鞍山安燃燃气有限公司
马鞍山	含山新奥燃气有限公司
淮北	淮北华润燃气有限公司
铜陵	铜陵港华燃气有限公司（银行代收）
铜陵	铜陵中燃百江燃气有限公司
安庆	安庆港华燃气有限公司
安庆	宿松徽商长城能源有限公司
安庆	潜山深燃天然气有限公司
安庆	太湖中燃城市燃气发展有限公司
安庆	安庆皖江港华燃气有限公司
黄山	黟县深燃天然气有限公司
黄山	徽州港华燃气有限公司
黄山	黄山港华燃气有限公司
黄山	太平港华燃气有限公司
黄山	祁门中燃城市燃气发展有限公司
滁州	定远华润川油燃气有限公司
滁州	定远县深燃天然气有限公司
滁州	明光深燃天然气有限公司
滁州	滁州新奥苏滁燃气有限公司
滁州	滁州新奥燃气有限公司
滁州	滁州中石油昆仑燃气有限公司
滁州	凤阳新奥燃气有限公司
滁州	天长新奥燃气有限公司
滁州	全椒新奥燃气有限公司
滁州	来安新奥燃气有限公司
阜阳	临泉国祯燃气有限公司
阜阳	安徽国祯金鹰燃气有限公司
阜阳	皖能新奥天然气颍上分公司
阜阳	阜阳华润燃气有限公司
阜阳	阜阳国祯燃气有限公司
阜阳	阜阳国祯燃气有限公司阜南天然气站
阜阳	阜阳国祯燃气有限公司颍上天然气站
阜阳	安徽国志能源有限公司
阜阳	界首市新奥阜康天然气利用有限责任公司
宿州	宿州华润燃气有限公司
宿州	宿州皖能天然气有限公司
宿州	泗县中裕燃气有限公司
宿州	灵璧华润燃气有限公司
宿州	砀山华润燃气有限公司
宿州	怀仁中燃能源发展有限公司
宿州	泗县中燃城市燃气发展有限公司
宿州	宿州中燃城市燃气发展有限公司
六安	六安华燃天然气
六安	舒城皖能天然气有限公司
六安	金寨华润燃气有限公司
六安	霍山皖能天然气有限公司
六安	六安新奥燃气有限公司
六安	舒城中石油昆仑燃气
六安	霍邱中燃城市燃气发展有限公司
六安	霍山中燃百江能源有限公司
六安	霍山中燃城市燃气发展有限公司
六安	六安新城新奥能源发展有限公司
亳州	蒙城县海特燃气有限公司
亳州	亳州新奥燃气有限公司
亳州	蒙城中燃城镇燃气有限公司
池州	东至华润燃气有限公司
池州	池州市港华燃气有限公司（银行代缴）
池州	池州皖能天然气有限公司
池州	石台华润燃气有限公司
池州	青阳港华燃气有限公司
池州	池州前江燃气有限公司
宣城	宁国安顺燃气有限公司
宣城	安徽省皖能港华天然气有限公司
宣城	广德皖能天然气有限公司
宣城	旌德华润燃气有限公司
宣城	泾县皖能港华燃气有限公司
宣城	郎溪新奥燃气有限公司
宣城	宁国新奥燃气有限公司
宣城	泾县新奥燃气有限公司
宣城	宣城市合众天然气管网有限公司
宣城	广德新奥燃气有限公司
宣城	宣城新奥燃气股份有限公司
宣城	广德新奥燃气有限公司誓节分公司
宣城	宣城新奥宣燃燃气有限公司
福州	平潭华润燃气有限公司
福州	永泰华润燃气有限公司
福州	福州华润燃气有限公司
福州	福州安然居管道燃气有限公司
福州	福州开发区润能天然气有限公司
福州	福清华润燃气有限公司
福州	罗源华润燃气有限公司
福州	连江华润燃气有限公司
福州	长乐华润燃气有限公司
福州	闽侯华润燃气有限公司
福州	福州福铁安然燃气有限公司
福州	福州开发区安然燃气有限公司
福州	罗源安然管道燃气有限公司
福州	闽清广安天然气有限公司
福州	长乐安然燃气有限公司
厦门	厦门市华润燃气费
三明	长安燃气有限公司
三明	大田安然燃气有限公司
三明	建宁中燃城市燃气发展有限公司
三明	将乐县安然燃气有限公司
三明	清流中燃城市燃气发展有限公司
三明	沙县安然燃气有限公司
三明	尤溪中燃城市燃气发展有限公司
三明	三明中燃城市燃气发展有限公司
三明	泰宁中燃城市燃气发展有限公司
泉州	南安市燃气有限公司
泉州	晋江新奥燃气有限公司
泉州	泉州市燃气有限公司
漳州	漳州市古雷华润燃气有限公司
漳州	龙海安然燃气有限公司
漳州	漳浦安然燃气有限公司
漳州	漳州安然燃气有限公司华安分公司
漳州	漳州安然燃气有限公司平和分公司
漳州	漳州安然燃气有限公司云霄分公司
漳州	漳州安然燃气有限公司长泰分公司
漳州	漳州安然燃气有限公司招商局漳州开发区分公司
漳州	漳州安然燃气有限公司诏安分公司
漳州	漳州安然燃气有限公司
漳州	漳州安然燃气有限公司角美分公司
南平	建瓯华润燃气有限公司
南平	建阳华润燃气有限公司
南平	武夷山华润燃气有限公司
南平	浦城华润燃气有限公司
南平	邵武中裕燃气有限公司
龙岩	上杭昆润天然气有限公司
龙岩	漳平昆润天然气有限公司
龙岩	龙岩华润燃气有限公司
龙岩	长汀港华燃气有限公司
龙岩	福建省武平县中明天然气有限公司十方分公司
龙岩	福建省武平县中明天然气有限公司岩前分公司
龙岩	龙岩安燃燃气有限公司
龙岩	龙岩市昌宁燃气有限公司
龙岩	龙岩市永定区昌宁城市燃气发展有限公司
龙岩	龙岩新奥燃气有限公司
南昌	南昌市燃气集团有限公司
南昌	安义中油燃气有限责任公司燃气费
南昌	江西天然气赣江能源有限公司
南昌	南昌中燃城市燃气发展有限公司
景德镇	乐平华润燃气有限公司
景德镇	景德镇华润燃气有限公司
景德镇	景德镇深燃天然气有限公司
景德镇	浮梁华润燃气有限公司
萍乡	江西天然气莲花有限公司
萍乡	萍乡港华燃气有限公司
萍乡	萍乡新奥长丰燃气有限公司
九江	九江县深燃天然气有限公司
九江	九江国发天然气有限公司
九江	九江深燃天然气有限公司
九江	九江湖口深燃天然气有限公司
九江	九江鄱湖深燃能源有限公司
九江	彭泽县天然气有限公司
九江	江西国发天然气开发有限公司
九江	江西天然气庐山西海有限公司
九江	江西天然气都昌有限公司
九江	修水港华燃气有限公司
九江	德安港华燃气有限公司
九江	永修港华燃气有限公司
九江	共青城港华燃气有限公司
九江	庐山港华燃气有限公司
新余	分宜县顺民天然气有限公司
新余	新余燃气有限公司
鹰潭	贵溪华润燃气有限公司
鹰潭	鹰潭华润燃气有限公司
鹰潭	鹰潭华润燃气有限公司余江分公司
赣州	上犹深燃天然气有限公司
赣州	于都县海特燃气有限公司
赣州	会昌县会源燃气有限公司
赣州	全南创通天然气有限公司
赣州	兴国县家欢天然气有限公司
赣州	宁都县城乡燃气有限责任公司
赣州	安远县圣邦燃气有限责任公司
赣州	定南县中能燃气有限公司
赣州	崇义深燃天然气有限公司
